,news_id,subject,relation,object
3712,293,Naziism,swept in,early 20th century
3713,293,perversion,had taken over including,including hands of homosexual Jewish doctor Magnus Hirschfeld
3714,293,Naziism,is because,rampant wickedness
3715,293,Naziism,swept in,20th century
3716,293,perversion,had taken over including,including hands
3717,293,world,’s,first transge
3718,293,Naziism,swept Germany in,early 20th century
3719,293,perversion,had taken over including,including hands of doctor Magnus Hirschfeld
3720,293,Naziism,swept in,century
3721,293,Naziism,swept Germany in,20th century
3722,293,perversion,had taken over including,including hands of Jewish doctor Magnus Hirschfeld
3723,293,Naziism,swept,Germany
3724,293,Naziism,swept in,early century
3725,293,Naziism,is because,wickedness
3726,294,Here,are,challenged books
3727,294,Here,are most challenged books of,2023
3728,294,Here,are,most challenged books
3729,294,Here,are challenged books of,2023
3730,294,Here,are,books
3731,294,Here,are books of,2023
3732,294,American Library Association,released list according,group
3733,294,Library Association,released list according,group
3734,294,Library Association,released,list
3735,294,American Library Association,released,list
3736,294,deal,is with,LGBTQ themes
3737,295,Advocate,has,Jake Shears cover
3738,295,Advocate Channel 's newest program,goes in,depth
3739,295,Advocate Channel 's program,goes with,equalpride 's publications
3740,295,Advocate Channel,has,newest program
3741,295,Advocate Channel 's program,goes with,equalpride 's iconic publications
3742,295,equalpride,with,iconic publications
3743,295,Advocate Channel 's newest program,goes with,equalpride 's iconic publications
3744,295,Advocate Channel 's program,goes in,depth
3745,295,Advocate Channel 's newest program,Cover to,Cover
3746,295,Advocate Channel,'s program is,Cover to Cover
3747,295,Advocate Channel 's newest program,goes with,equalpride 's publications
3748,296,Vatican,declared surgery as,violations of human dignity
3749,296,surgery,Vatican on,Monday
3750,296,Vatican,declared,gender affirming surgery
3751,296,Vatican,declared as,grave violations of dignity
3752,296,affirming surgery,Vatican on,Monday
3753,296,Vatican,declared as,violations of dignity
3754,296,Vatican,declared surgery as,grave violations of human dignity
3755,296,Vatican,putting,them
3756,296,Vatican,declared as,violations of human dignity
3757,296,Vatican,declared surgery as,grave violations
3758,296,Vatican,declared surgery as,violations of dignity
3759,296,God,’s,plan for human life
3760,296,Vatican,declared,affirming surgery
3761,296,Vatican,declared as,grave violations of human dignity
3762,296,surgery,Vatican,surrogacy
3763,296,Vatican,declared,surgery
3764,296,affirming surgery,Vatican,surrogacy
3765,296,Vatican,declared as,violations
3766,296,Vatican,declared surgery as,grave violations of dignity
3767,296,Vatican,declared surgery as,violations
3768,296,Vatican,declared as,grave violations
3769,297,Melania Trump,Makes,Rare Fundraising Appearance
3770,297,former first lady,of,rare public appearances
3771,298,Gay Jokes,Says,Scary
3772,298,Golden Globes Host Jerrod Carmichael,Calls,Dave Chappelle
3773,298,Golden Globes Host Jerrod Carmichael,Calls,Egomaniac
3774,298,Gay Jokes,Says Scary for,Me
3775,298,Gay Jokes,Says Still Scary for,Me
3776,298,Gay Jokes,Says,Still Scary
3777,298,Gay Jokes,Still Scary for,Me appeared first on Breitbart
3778,298,Gay Jokes,Scary for,Me appeared
3779,298,Gay Jokes,Scary for,Me appeared first on Breitbart
3780,298,Gay Jokes,Scary for,Me
3781,298,Gay Jokes,Still Scary for,Me appeared on Breitbart
3782,298,Gay Jokes,Still Scary for,Me appeared
3783,298,Gay Jokes,Scary for,Me appeared on Breitbart
3784,298,Gay Jokes,Still Scary for,Me
3785,299,Vatican,Condemns,Affirming Surgery
3786,299,Affirming Surgery,Vatican,Surrogacy
3787,299,Vatican,Condemns,Gender Affirming Surgery
3788,299,Surgery,Vatican,Surrogacy
3789,299,Affirming Surgery,Vatican,Gender Theory
3790,299,Vatican,Condemns,Surgery
3791,299,Surgery,Vatican,Gender Theory
3792,299,Pope Francis,rejected,gender theory as major threats in line with teachings on abortion
3793,299,gender theory,surgery,surrogacy
3794,299,gender theory,gender affirming surgery,surrogacy
3795,299,Vatican,rejected,gender theory as threats in line with Catholic teachings
3796,299,Vatican,rejected,gender theory as threats in line
3797,299,gender theory,Francis,surrogacy
3798,299,Vatican,rejected,gender theory as major threats in line with teachings on abortion
3799,299,Vatican,rejected,gender theory as major threats
3800,299,Pope Francis,rejected,gender theory as threats with Catholic teachings
3801,299,Pope Francis,rejected,gender theory as threats with teachings
3802,299,Vatican,rejected,gender theory as threats with teachings
3803,299,Pope Francis,rejected,gender theory as threats in line
3804,299,Pope Francis,rejected,gender theory as threats in line with Catholic teachings
3805,299,Pope Francis,rejected,gender theory as major threats with teachings
3806,299,Vatican,rejected,gender theory as major threats with Catholic teachings
3807,299,gender theory,affirming surgery,surrogacy
3808,299,Vatican,rejected,gender theory as threats in line with teachings
3809,299,Vatican,rejected,gender theory
3810,299,Vatican,rejected,surgery
3811,299,gender theory,Vatican,surrogacy
3812,299,Vatican,rejected,gender theory as threats in line with teachings on abortion
3813,299,Pope Francis,rejected,gender theory as major threats in line
3814,299,Pope Francis,rejected,gender theory as threats in line with teachings
3815,299,Vatican,rejected,gender theory as threats
3816,299,Pope Francis,rejected,gender theory as major threats in line with teachings
3817,299,Pope Francis,rejected,gender theory as threats
3818,299,Vatican,rejected,gender theory as major threats in line with Catholic teachings
3819,299,major threats,is in,line
3820,299,major threats,is with,Catholic teachings on abortion
3821,299,Vatican,rejected,affirming surgery
3822,299,Vatican,rejected,gender theory as major threats with teachings
3823,299,Pope Francis,rejected,affirming surgery
3824,299,Vatican,rejected,gender affirming surgery
3825,299,Vatican,rejected,gender theory as major threats with teachings on abortion
3826,299,Pope Francis,rejected,gender theory as threats in line with teachings on abortion
3827,299,Pope Francis,rejected,gender theory
3828,299,Vatican,rejected,gender theory as threats with teachings on abortion
3829,299,Vatican,rejected,gender theory as major threats in line
3830,299,Pope Francis,rejected,gender theory as major threats with teachings on abortion
3831,299,Vatican,rejected,gender theory as major threats in line with teachings
3832,299,Pope Francis,rejected,gender theory as major threats
3833,299,Pope Francis,rejected,surgery
3834,299,Pope Francis,rejected,gender affirming surgery
3835,299,Pope Francis,rejected,gender theory as major threats in line with Catholic teachings
3836,299,Vatican,rejected,gender theory as threats with Catholic teachings
3837,299,Pope Francis,rejected,gender theory as threats with teachings on abortion
3838,299,Pope Francis,rejected,gender theory as major threats with Catholic teachings
3839,300,women,has,sports
3840,300,women,in,sports
3841,300,team,of,NCAA Tournament championship game
3842,301,DEI,Put Out,Fire
3843,301,DEI,needs,new approach
3844,301,pivot,extinguish,flames of division
3845,301,DEI,needs approach,Amherst School District debacle reveals
3846,301,pivot,extinguish,flames
3847,301,approach,DEI,pivot
3848,301,approach,DEI,radical pivot
3849,301,radical pivot,extinguish,flames of division
3850,301,new approach,DEI,radical pivot
3851,301,radical pivot,extinguish,flames
3852,301,DEI,needs,approach
3853,301,new approach,DEI,pivot
3854,301,DEI,needs approach,As Amherst School District debacle reveals
3855,302,Louisiana,’s,transgender bathroom bill
3856,302,Louisiana ’s transgender bathroom bill,clears,first hurdle
3857,302,Louisiana ’s transgender bathroom bill,clears,hurdle
3858,302,bill,advanced at_time,Monday
3859,302,transgender people,is in,Louisiana
3860,302,locker rooms,correspond with,their gender identity
3861,302,quarters,correspond with,their gender identity
3862,302,sleeping quarters,correspond with,their gender identity
3863,302,that,transgender people in,Louisiana
3864,303,NAIA,bans women from,competing in women ’s sports
3865,303,NAIA,bans,women
3866,303,women,in,sports
3867,303,NAIA,bans,transgender women
3868,303,NAIA,bans women from,competing
3869,303,National Association,has rolled out,new policy
3870,303,women,in,sports
3871,303,National Association,has rolled out,policy
3872,304,Trans women,banned from,netball internationals
3873,304,World Netball,bans women from,level women 's competition with effect under new participation
3874,304,World Netball,bans women from,level women 's competition with immediate effect
3875,304,World Netball,bans women from,international level women 's competition
3876,304,World Netball,bans women from,international level women 's competition with immediate effect under participation
3877,304,World Netball,bans women from,international level women 's competition with immediate effect under new participation
3878,304,international level women,from,competition with immediate effect under new participation
3879,304,World Netball,bans women from,international level women 's competition with immediate effect
3880,304,World Netball,bans,women
3881,304,World Netball,bans women from,level women 's competition with immediate effect under new participation
3882,304,World Netball,bans women from,level women 's competition
3883,304,World Netball,bans women from,level women 's competition with immediate effect under participation
3884,304,World Netball,bans,transgender women
3885,304,World Netball,bans women from,international level women 's competition with effect under new participation
3886,304,World Netball,bans women from,level women 's competition with effect
3887,304,international level women 's competition,is with,immediate effect under new participation
3888,304,World Netball,bans women from,international level women 's competition with effect under participation
3889,304,World Netball,bans women from,international level women 's competition with effect
3890,304,World Netball,bans women from,level women 's competition with effect under participation
3891,305,lesbians,report,orgasms than straight women
3892,305,lesbians,more orgasms than,straight women
3893,305,lesbians,report,more orgasms than straight women
3894,305,lesbians,orgasms than,straight women
3895,305,study,published at_time,month
3896,305,differences,be in,part
3897,305,differences,is in,amount of orgasms women
3898,305,new study,published at_time,month
3899,306,Karamo Brown,Focuses On,Mental Health
3900,307,state,’s,NCAA champion on transgender players
3901,307,GOP Rep. Nancy Mace,gets,roasted
3902,307,University,celebrated,its championship
3903,307,University,celebrated,its national championship
3904,307,University,celebrated,its third national championship
3905,307,its third championship,University of,South Carolina
3906,307,University,celebrated,its third championship
3907,307,its national championship,University of,South Carolina
3908,307,its third national championship,University of,South Carolina
3909,307,its championship,University of,South Carolina
3910,307,achievement,However was overshadowed by,contentious deba
3911,307,achievement,was,However overshadowed in circles by contentious deba
3912,307,achievement,was,overshadowed in circles by contentious deba
3913,307,achievement,was,However overshadowed in circles by deba
3914,307,achievement,was overshadowed by,contentious deba
3915,307,achievement,However was overshadowed by,deba
3916,307,achievement,was,overshadowed in circles by deba
3917,307,achievement,was overshadowed by,deba
3918,308,she,been observed on,March 31 since 2009
3919,308,she,been,observed
3920,308,she,been observed on,March 31
3921,308,it,was,lie
3922,308,Caitlyn Jenner,threw hissy fit at_time,Sunday
3923,308,she,knew,it
3924,309,Chechnya,is banning,music
3925,309,Authorities,will only allow,unclear
3926,309,Authorities,will allow,though unclear
3927,309,Authorities,will allow,music
3928,309,music,Authorities in,republic
3929,309,music,Authorities in,Russian republic of Chechnya
3930,309,Authorities,is in,Russian republic of Chechnya
3931,309,Authorities,will only allow,music
3932,309,Authorities,will allow,unclear
3933,309,Authorities,will only allow,though unclear
3934,309,rule,be,enforced
3935,309,it,has,though unclear
3936,309,Authorities,will only allow music,though unclear
3937,309,it,has,unclear
3938,309,Authorities,will allow music,though unclear
3939,309,rule,be,how enforced
3940,309,music,Authorities in,republic of Chechnya
3941,309,Authorities,will allow music,unclear
3942,309,music,Authorities in,Russian republic
3943,309,Authorities,will only allow music,unclear
3944,310,state capitol,to,steps to protest
3945,310,Thirteen students,protest bills up by,controlled House
3946,310,Thirteen students,protest bills up by,House
3947,310,Thirteen students,traveled from,New Orleans
3948,310,students,protest up,several bills
3949,310,students,protest up,anti-LGBTQ bills
3950,310,Thirteen students,protest up,anti-LGBTQ bills
3951,310,students,protest bills up by,House
3952,310,students,protest up,several anti-LGBTQ bills
3953,310,students,traveled on,March 27
3954,310,Thirteen students,traveled to,Baton Rouge
3955,310,Thirteen students,protest up,several anti-LGBTQ bills
3956,310,students,traveled from,New Orleans
3957,310,Thirteen students,traveled on,March 27
3958,310,students,traveled to,Baton Rouge
3959,310,Thirteen students,protest up,several bills
3960,310,students,protest bills up for,consideration
3961,310,Thirteen students,protest up,bills
3962,310,students,protest bills up by,controlled House
3963,310,Thirteen students,protest bills up for,consideration
3964,310,students,protest up,bills
3965,311,Meta,about,new policy
3966,311,content creators,concern about,Meta ’s policy
3967,311,content creators,have voiced,concern about Meta ’s policy
3968,311,content creators,have voiced,concern
3969,311,content creators,have voiced,concern about Meta ’s new policy
3970,311,content creators,concern about,Meta ’s new policy
3971,312,born,may play role in,identity
3972,312,order,were,born in
3973,312,order,were,born
3974,312,born,may play,role
3975,312,It,has,National Siblings Day
3976,312,their sexuality,number of,older brothers person
3977,312,guest host Selena Simmons Duffin,mark,occasion
3978,312,guest host Selena Simmons Duffin,is exploring,detail personal
3979,312,their sexuality,number of,brothers person
3980,312,guest host Selena Simmons Duffin,is exploring,detail personal to her
3981,312,guest host Selena Simmons Duffin,is exploring,detail
3982,312,guest host Selena Simmons Duffin,is exploring,detail very personal to her
3983,312,guest host Selena Simmons Duffin,is exploring,detail very personal
3984,312,dark history,Scientific research on,sexuality
3985,312,Scientific research,has,wi
3986,312,research,has,wi
3987,312,Scientific research,has,history
3988,312,research,has,history
3989,312,Scientific research,has,dark history
3990,312,research,has,dark history
3991,312,history,Scientific research on,sexuality
3992,312,dark history,research on,sexuality
3993,312,history,research on,sexuality
3994,313,X,profited from,promoted post calling for LGBTQ death penalty
3995,313,X,profited from,post calling for LGBTQ death penalty
3996,313,X,likely profited from,promoted post
3997,313,X,profited from,post
3998,313,X,likely profited from,promoted post calling
3999,313,X,likely profited from,post calling
4000,313,X,profited from,promoted post
4001,313,X,likely profited from,post calling for LGBTQ death penalty
4002,313,X,likely profited from,promoted post calling for LGBTQ death penalty
4003,313,X,likely profited from,post
4004,313,X,profited from,promoted post calling
4005,313,X,profited from,post calling
4006,313,X,received,between $ 10
4007,313,X,reportedly received,between $ 10
4008,313,X,received,$ 10
4009,313,X,reportedly received,$ 10
4010,313,LGBTQ people,receive,death penalty
4011,314,Pressure,rethink,sleeping clampdown
4012,314,Pressure,rethink,rough sleeping clampdown
4013,314,Pressure,rethink,clampdown
4014,314,Pressure,rethink,rough clampdown
4015,315,Trans Latina Meraxes Medina,killed in,Los Angeles
4016,316,Russia,warns Duolingo about,gay propaganda
4017,316,Russia,warns,Duolingo
4018,316,Russia,warns Duolingo about,propaganda
4019,316,Duolingo,check,its educational materials
4020,316,Duolingo,check,its materials
4021,317,Biden Harris campaign initiative,engage,LGBTQ voters
4022,317,Biden Harris campaign,launched initiative at_time,Wednesday
4023,317,Biden Harris campaign,rally,LGBTQ community
4024,317,Biden Harris campaign,rally LGBTQ community in,support of President Joe Biden
4025,317,Biden Harris campaign,rally LGBTQ community in,2024
4026,317,Vice President Kamala Harris,’s,re-election
4027,317,Biden Harris campaign,rally LGBTQ community in,support
4028,318,U.S. women,’s,soccer association
4029,318,player,after,social media posts
4030,318,U.S. Women,’s,National Team Players Association
4031,318,U.S. Women ’s National Team Players Association,issued statement at_time,Tuesday
4032,318,support,is in,wake of controversy over midfielder Korbin Albert ’s social media posts
4033,318,midfielder Korbin Albert,over,social media posts
4034,319,climate change,incomes of,trans prostitutes in Indonesia
4035,319,climate change,threatening,incomes of trans prostitutes
4036,319,trans prostitutes,is in,Indonesia
4037,319,climate change,threatening,incomes of trans prostitutes in Indonesia
4038,319,climate change,incomes of,trans prostitutes
4039,319,climate change,threatening,incomes
4040,319,Ridiculous article,is in,Independent
4041,319,climate change,hitting,vulnerable trans sex workers
4042,319,climate change,hitting,vulnerable Indonesian trans sex workers
4043,319,Independent,is in,UK
4044,319,climate change,hitting,trans sex workers
4045,319,climate change,hitting,Indonesian trans sex workers
4046,319,it,see,climate change crowd
4047,320,World Netball,bans,players from international competition
4048,320,World Netball,bans,players from competition
4049,320,World Netball,bans,players
4050,320,World Netball,bans,transgender players
4051,320,World Netball,bans,transgender players from competition
4052,320,World Netball,bans,transgender players from international competition
4053,320,elite women,in,competition
4054,320,transgender participation,is in,elite women 's competition
4055,320,transgender participation,is with,new policy
4056,321,Giselle Byrd,is taking,stage
4057,321,Giselle Byrd,is taking,center stage
4058,321,Giselle Byrd,helping,others
4059,321,students,be part of,program
4060,321,course,is in,high school
4061,321,students,be part of,program coordinated by local theater company
4062,321,students,be,part
4063,321,I,considered,myself theater kid
4064,321,students,be part of,program coordinated
4065,321,students,be part of,program coordinated by theater company
4066,321,I,discovered,wonder from history to costumes
4067,321,I,discovered,wonder of theater
4068,321,I,discovered,wonder of theater from history
4069,321,I,discovered,wonder from history to costumes to production
4070,321,I,discovered,wonder of theater from history to costumes to production
4071,321,I,discovered,wonder
4072,321,I,discovered wonder In,class
4073,321,I,discovered,wonder of theater from history to costumes
4074,321,I,discovered,wonder from history
4075,322,Victoria Atkins,criticises,culture
4076,322,Victoria Atkins,criticises culture in,gender support for children
4077,322,Victoria Atkins,criticises,culture of secrecy
4078,322,Victoria Atkins,criticises culture in,gender support
4079,323,LGBTQ South Asians,are celebrating,Monkey Man for its representation of India ’s trans community
4080,323,LGBTQ South Asians,are celebrating,Monkey Man for its representation
4081,323,LGBTQ South Asians,are celebrating,Monkey Man
4082,323,India,of,trans community
4083,323,India,of,transgender
4084,323,Dev Patel,has,Monkey Man
4085,323,LGBTQ South Asians,are celebrating,Dev Patel 's Monkey Man
4086,323,India,'s transgender is,community
4087,324,Library Association,has come out with,its list of ten most challenged library books of 2023
4088,324,American Library Association,has come out with,its list of ten most challenged library books of 2023
4089,324,Library Association,has come out with,its list of ten library books
4090,324,Library Association,has come out with,its list of ten library books of 2023
4091,324,Library Association,has come out with,its list of ten challenged library books of 2023
4092,324,American Library Association,has come out with,its list of ten library books of 2023
4093,324,Library Association,has come out with,its list
4094,324,American Library Association,has come out with,its list
4095,324,Library Association,has come out with,its list of ten most challenged library books
4096,324,most,are,books
4097,324,most,are,themed books
4098,324,most,are,LGBTQ themed books
4099,324,American Library Association,has come out with,its list of ten challenged library books
4100,324,Library Association,has come out with,its list of ten challenged library books
4101,324,American Library Association,has come out with,its list of ten challenged library books of 2023
4102,324,American Library Association,has come out with,its list of ten library books
4103,324,American Library Association,has come out with,its list of ten most challenged library books
4104,324,ALA,’s,list
4105,324,ALA ’s list,shows In,report released
4106,324,most,were,challenged
4107,324,ALA ’s list,shows In,report released on Monday
4108,324,ALA ’s list,shows In,report
4109,325,Tennessee GOP senators OK helping minors,get,transgender care
4110,325,Tennessee GOP senators OK minors,get,transgender care
4111,325,Tennessee GOP senators OK criminalizing helping minors,get,care
4112,325,Tennessee GOP senators helping minors,get,transgender care
4113,325,Tennessee GOP senators OK criminalizing helping minors,get,transgender care
4114,325,Tennessee GOP senators criminalizing helping minors,get,care
4115,325,Tennessee GOP senators OK criminalizing minors,get,care
4116,325,Tennessee GOP senators criminalizing minors,get,transgender care
4117,325,Tennessee GOP senators criminalizing minors,get,care
4118,325,Tennessee GOP senators helping minors,get,care
4119,325,Tennessee GOP senators OK criminalizing minors,get,transgender care
4120,325,Tennessee GOP senators minors,get,transgender care
4121,325,Tennessee GOP senators OK helping minors,get,care
4122,325,Tennessee GOP senators criminalizing helping minors,get,transgender care
4123,325,Tennessee GOP senators minors,get,care
4124,325,Tennessee GOP senators OK minors,get,care
4125,325,minors,receive,gender affirming care
4126,325,minors,receive care without,parental consent
4127,325,minors,receive,affirming care
4128,325,Tennessee lawmakers,are considering,criminalizing adults
4129,325,minors,receive care without,consent
4130,325,minors,receive,care
4131,325,Tennessee lawmakers,are considering,adults
4132,326,kids,become,drag queens
4133,326,Outdoor apparel company,has,has named as major sponsor
4134,326,Outdoor apparel company,has,has named as sponsor of LGBT youth camp
4135,326,Outdoor apparel company,has,has named as sponsor of youth camp
4136,326,apparel company,has,has named as major sponsor of LGBT youth camp
4137,326,apparel company,has,has named as major sponsor
4138,326,apparel company,has,has named as sponsor
4139,326,apparel company,has,has named
4140,326,Outdoor apparel company,has,has named as sponsor
4141,326,apparel company,has,has named as major sponsor of youth camp
4142,326,Outdoor apparel company,has,has named as major sponsor of youth camp
4143,326,apparel company,has,has named as sponsor of LGBT youth camp
4144,326,Outdoor apparel company,has,has named as major sponsor of LGBT youth camp
4145,326,apparel company,has,has named as sponsor of youth camp
4146,326,Outdoor apparel company,has,has named
4147,327,judge,ridicules,plaintiff 's claims
4148,327,plaintiff,has,claims
4149,327,California 's transgender law,survives,challenge
4150,327,California,has,transgender sanctuary law
4151,327,California 's transgender sanctuary law,survives,challenge
4152,327,California 's law,survives,challenge
4153,327,California 's sanctuary law,survives,challenge
4154,327,California,gives sanctuary to,kids
4155,327,California,gives,sanctuary
4156,327,judge,has upheld law against,attack by wing church
4157,327,judge,has upheld law against,attack
4158,327,judge,has upheld law against,attack by church
4159,327,judge,has upheld,law
4160,328,father,pushes past,his prejudice
4161,328,father,pushes As,his trans daughter struggles
4162,328,It,was like,wake up
4163,328,his daughter 's right,use,girls ' bathroom
4164,328,his transgender daughter 's right,use,girls ' bathroom
4165,328,transgender daughter,has,right
4166,329,Lesbians,have,more orgasms than straight women
4167,329,it,has,men 's fault
4168,329,Lesbians,have,orgasms than straight women
4169,329,men,has,fault
4170,329,it,has,reason
4171,329,straight women,have,fewer orgasms than lesbians
4172,329,it,has,exactly reason
4173,329,women,fewer orgasms than,lesbians
4174,329,straight women,fewer orgasms than,lesbians
4175,329,straight women,have,orgasms than lesbians
4176,329,women,have,fewer orgasms than lesbians
4177,329,women,orgasms than,lesbians
4178,329,straight women,orgasms than,lesbians
4179,329,research study,is shedding,light
4180,329,new research study,is shedding,light
4181,329,women,have,orgasms than lesbians
4182,330,bomb threats,seem,follow
4183,330,bomb threats,seem,to follow
4184,330,nation,of,capital
4185,330,related event,is in,shadow of nation ’s capital
4186,330,LGBTQ establishment,is in,Arlington
4187,330,Freddie ’s Beach Bar,had,had evacuated Saturday morning
4188,330,Freddie ’s Beach Bar,had,had to evacuated Saturday morning after anonymous bomb t
4189,330,Freddie ’s Beach Bar,had,had evacuated Saturday morning after anonymous bomb t
4190,330,Freddie ’s Beach Bar,had,had to evacuated Saturday morning after bomb t
4191,330,Freddie,’s Bar is,LGBTQ establishment in Arlington
4192,330,Freddie ’s Beach Bar,had,had to evacuated Saturday morning
4193,330,Freddie ’s Beach Bar,had,had evacuated Saturday morning after bomb t
4194,330,Freddie ’s Beach Bar,establishment in,Arlington
4195,330,Freddie,’s,Beach Bar
4196,331,Federal appeals court,hears,arguments on nation ’s first ban on care
4197,331,appeals court,hears,arguments on nation ’s first ban on care for minors
4198,331,appeals court,hears,arguments on nation ’s first ban
4199,331,Federal appeals court,hears,arguments on nation ’s first ban
4200,331,Federal appeals court,hears,arguments on nation ’s first ban on care for minors
4201,331,appeals court,hears,arguments on nation ’s first ban on transgender care
4202,331,appeals court,hears,arguments on nation ’s ban on transgender care for minors
4203,331,Federal appeals court,hears,arguments on nation ’s first ban on transgender care for minors
4204,331,Federal appeals court,hears,arguments on nation ’s ban
4205,331,Federal appeals court,hears,arguments
4206,331,Federal appeals court,hears,arguments on nation ’s ban on transgender care for minors
4207,331,appeals court,hears,arguments on nation ’s first ban on transgender care for minors
4208,331,nation,on,first ban on transgender care for minors
4209,331,appeals court,hears,arguments on nation ’s ban on care
4210,331,appeals court,hears,arguments on nation ’s ban on care for minors
4211,331,appeals court,hears,arguments on nation ’s ban
4212,331,appeals court,hears,arguments on nation ’s ban on transgender care
4213,331,appeals court,hears,arguments
4214,331,Federal appeals court,hears,arguments on nation ’s ban on care for minors
4215,331,Federal appeals court,hears,arguments on nation ’s ban on care
4216,331,appeals court,hears,arguments on nation ’s first ban on care
4217,331,Federal appeals court,hears,arguments on nation ’s first ban on transgender care
4218,331,Federal appeals court,hears,arguments on nation ’s ban on transgender care
4219,332,Hilary Cass ' NHS report,is rife with,debunked theories
4220,332,Hilary Cass ' NHS report,is,rife
4221,332,Hilary Cass ' NHS report,is rife with,theories
4222,332,Dr. Hilary Cass,released,report
4223,332,Dr. Hilary Cass,released,final report commissioned
4224,332,Dr. Hilary Cass,released,report commissioned by NHS widely expected
4225,332,Dr. Hilary Cass,released,report commissioned by NHS
4226,332,Dr. Hilary Cass,released,final report commissioned by NHS
4227,332,Dr. Hilary Cass,released,report commissioned by NHS expected
4228,332,Dr. Hilary Cass,released,final report commissioned by NHS expected
4229,332,Dr. Hilary Cass,released,final report
4230,332,Dr. Hilary Cass,released,report commissioned
4231,332,Dr. Hilary Cass,released,final report commissioned by NHS widely expected
4232,332,Dr. Hilary Cass,released report On,Tuesday evening
4233,332,report,calling for,restrictions on affirming care
4234,332,report,calling for,restrictions on care
4235,332,report,calling for,restrictions on gender affirming care
4236,332,report,met,expectations
4237,332,report,calling for,restrictions
4238,333,World,’s,major religions
4239,333,World ’s major religions,take,stances
4240,333,World ’s religions,take,varying stances
4241,333,World ’s major religions,take,varying stances
4242,333,World ’s religions,take,stances
4243,333,major religions,have approaches Around,world
4244,333,major religions,have,approaches to gender identity
4245,333,religions,have,diverse approaches to gender identity
4246,333,major religions,have,diverse approaches to gender identity
4247,333,religions,have,diverse approaches
4248,333,religions,have,approaches
4249,333,religions,have approaches Around,world
4250,333,religions,have,approaches to gender identity
4251,333,major religions,have,approaches
4252,333,major religions,have,diverse approaches
4253,334,he,maintain,if elected
4254,334,he,promised,to maintain
4255,334,Ghana,of,ruling party
4256,334,presidential candidate,said,stance
4257,334,he,maintain,if elected in December
4258,334,stance,candidate of,Ghana ’s ruling party
4259,334,he,promised,maintain
4260,334,stance,presidential candidate of,Ghana ’s ruling party
4261,334,stance,presidential candidate of,Ghana ’s party
4262,334,stance,candidate of,Ghana ’s party
4263,334,he,maintain,elected
4264,334,candidate,said,stance
4265,334,he,maintain,elected in December
4266,335,Colton Underwood,create,gay reality TV dating show
4267,335,Colton Underwood,create,reality TV dating show
4268,335,star,is sharing,inspiring message
4269,335,star,is sharing message to,LGBTQ community
4270,335,star,is sharing message to,LGBTQ community heading
4271,335,year,into,election
4272,335,star,is sharing message to,LGBTQ community heading into year 's election
4273,335,star,is sharing,message
4274,336,Jimmy Kimmel,has,hilarious LGBTQ campaign video
4275,336,Biden impersonator,says in,sketch
4276,337,Democrats,introduce,resolution
4277,337,Democrats,introduce resolution in,support
4278,337,Democrats,introduce resolution in,support of LGBTQ youth
4279,337,members,introduced resolution at_time,Friday
4280,337,resolution,support,call to action to communities
4281,337,resolution,support,call
4282,337,resolution,support,Rise for LGBTQI Youth
4283,337,LGBTQI Youth,is in,Schools Initiative
4284,337,call,Rise for,LGBTQI Youth
4285,337,resolution,allied members of,Congress
4286,337,LGBTQ,introduced resolution at_time,Friday
4287,337,resolution,support,Rise for LGBTQI Youth in Schools Initiative
4288,337,resolution,support,call to communities across country
4289,337,resolution,support,call to action
4290,337,resolution,members of,Congress
4291,337,resolution,support,call to communities
4292,337,call,Rise for,LGBTQI Youth in Schools Initiative
4293,337,resolution,support,Rise
4294,337,allied members,introduced resolution at_time,Friday
4295,337,resolution,support,call to action to communities across country
4296,338,it,change,gender
4297,338,it,change gender on,documents
4298,338,Germany,makes,it easier
4299,338,it,change gender on,legal documents
4300,338,Transgender,will,will able
4301,338,Germans,will,will soon able
4302,338,Transgender,will,will soon able
4303,338,nonbinary Germans,will,will able
4304,338,nonbinary Germans,will,will soon able
4305,338,Germans,will,will able
4306,339,Tennessee lawmakers,send,bill
4307,339,bill,ban cousin marriages to,governor
4308,339,bill,ban,cousin marriages
4309,339,bill,ban,first cousin marriages
4310,339,Tennessee Legislature,send,GOP Gov. Bill Lee
4311,339,led Tennessee Legislature,send,proposal
4312,339,Tennessee Legislature,send,proposal
4313,339,led Tennessee Legislature,send,GOP Gov. Bill Lee
4314,340,Germany,eases,gender change rules
4315,341,Jill Biden,calls,Trump
4316,342,Actor Oliver Stark,Opens Up,His 9 -1-1 Character ’s Journey
4317,342,Actor Oliver Stark,Opens Up,About His 9 -1-1 Character ’s Journey
4318,342,sexuality,star,addresses
4319,342,star,discusses,sexuality
4320,342,sexuality,star,evolution
4321,342,he,feedback has seen across,social media
4322,342,star,discusses,sexuality of his firefighter character
4323,342,he,feedback has seen across,media
4324,342,he,has seen across,social media
4325,342,sexuality,star of,ABC drama series
4326,342,sexuality,star,evolution
4327,342,he,has seen across,media
4328,342,he,has seen,feedback
4329,343,Harry Potter,' Radcliffe is,Emma Watson for Vile Transgender Attacks
4330,343,Harry Potter ' Stars Daniel Radcliffe,Watson for,Vile Transgender Attacks
4331,343,Harry Potter Stars Daniel Radcliffe,Watson for,Vile Transgender Attacks
4332,345,Laura Jane Grace,confronts past,pain
4333,345,Laura Jane Grace,confronts on,Hole In My Head
4334,345,Hole,is In,My Head
